code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry
VAC,2026-08-07,True,ceiling_breakout,,ceiling,98.61,ceiling_breakout,,1,2026-08-06,110.77,98.61,3.804129660294044,0.26508467701044514,0.8406647116324539,1.27761485826002,ceiling,,123.47,25.21,EXTENDED,1.635846814643216,0.0,2026-08-03,25.2,0,0,98.61,2024-03-25,-56.4,9,123,56.4,5.032934131736527,1.0,0,,,,True,True,19.463541079679935,131.34,-5.992081620222322,Consumer Services,Other Consumer Services
DELL,2026-08-07,True,pivot,False,pivot,428.44,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 428.44, ""resistance_date"": ""2026-05-25""}, {""box_type"": ""S_BOX"", ""price"": 428.44, ""resistance_date"": ""2026-05-25""}, {""box_type"": ""S_BOX"", ""price"": 435.28, ""resistance_date"": ""2026-06-15""}]}",0,,,,,,,,,daily_volume_not_confirmed,453.77,5.91,UNCONFIRMED,0.7760506349511731,165.4,2026-03-23,172.7,0,1,166.42,2024-05-20,-61.1,5,96,61.1,5.0119760479041915,2.0,5,3.0,-21.1,-0.2,True,False,281.26000290993744,485.7,-6.574016882849499,Electronic Technology,Computer Processing Hardware
PRAX,2026-08-07,True,pivot,False,pivot,312.75,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 312.75, ""resistance_date"": ""2021-12-20""}, {""box_type"": ""S_BOX"", ""price"": 313.95, ""resistance_date"": ""2021-09-20""}, {""box_type"": ""S_BOX"", ""price"": 325.5, ""resistance_date"": ""2021-08-30""}, {""box_type"": ""S_BOX"", ""price"": 326.91, ""resistance_date"": ""2026-01-12""}, {""box_type"": ""S_BOX"", ""price"": 334.27, ""resistance_date"": ""2026-06-22""}, {""box_type"": ""S_BOX"", ""price"": 343.35, ""resistance_date"": ""2021-11-01""}, {""box_type"": ""S_BOX"", ""price"": 349.49, ""resistance_date"": ""2026-04-20""}, {""box_type"": ""S_BOX"", ""price"": 356.0, ""resistance_date"": ""2026-02-23""}]}",1,2026-08-06,350.47,312.75,2.9726659118792234,0.18356514788169465,0.6810100489564547,1.4792579232156666,pivot,,360.76,15.35,EXTENDED,1.1062520728421843,89.9,2025-10-13,292.9,3,1,91.83,2025-02-10,-70.9,2,35,70.9,4.763473053892215,3.0,8,11.0,-34.9,-1.6,True,False,13.23027686362127,382.54,-5.69352224603964,Health Technology,Pharmaceuticals: Major
TWST,2026-08-07,True,pivot,True,pivot,94.69,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 94.69, ""resistance_date"": ""2026-07-13""}, {""box_type"": ""M_BOX"", ""price"": 104.23, ""resistance_date"": ""2026-06-22""}, {""box_type"": ""S_BOX"", ""price"": 104.23, ""resistance_date"": ""2026-06-22""}, {""box_type"": ""M_BOX"", ""price"": 113.85, ""resistance_date"": ""2021-08-09""}, {""box_type"": ""S_BOX"", ""price"": 113.85, ""resistance_date"": ""2021-08-09""}]}",1,2026-08-03,94.69,94.69,1.6387031846906353,0.0672721512303307,0.9411494252873562,0.29287356321839103,pivot,,115.67,22.16,EXTENDED,1.243625000670425,73.0,2026-05-25,89.9,1,1,60.9,2022-08-08,-81.2,15,198,81.2,4.709580838323353,4.0,1,7.0,-20.6,11.0,True,False,-268.4763047390522,118.32,-2.239688979039889,Health Technology,Biotechnology
BLZE,2026-08-07,True,ceiling_breakout,True,ceiling_pullback,14.71,ceiling_breakout,"{""abandon_line"": 10.505600000000001, ""atr_zone_width"": 0.8020342747673362, ""ceiling"": 10.72, ""confirm_close"": 18.82, ""confirm_date"": ""2026-08-03"", ""max_zone_width"": 0.536, ""pending_high"": 14.71, ""touch_atr14"": 2.6734475825577877, ""touch_date"": ""2026-07-27"", ""touch_high"": 14.71, ""touch_low"": 10.98, ""zone_cap_applied"": true, ""zone_pct"": 5.0, ""zone_upper"": 11.256, ""zone_width"": 0.536}",1,2026-08-04,20.16,14.71,3.6579479849263956,0.34534330387491496,0.03225806451612916,1.170506912442396,ceiling_pullback,,18.82,27.94,EXTENDED,1.542449539226549,29.3,2026-06-22,75.6,2,0,10.72,2025-10-20,-69.6,2,35,69.6,4.6946107784431135,5.0,1,5.0,-39.8,3.1,True,True,34.40438871473354,23.99,-21.55064610254271,Electronic Technology,Computer Peripherals
FA,2026-08-07,True,ceiling_breakout,,ceiling,20.75,ceiling_breakout,,1,2026-08-06,22.16,20.75,2.5733472300727183,0.16240963855421686,0.8525641025641033,1.0801282051282064,ceiling,,24.01,15.71,EXTENDED,1.127597102909909,0.0,2026-08-03,15.7,0,0,20.75,2024-10-14,-57.5,7,94,57.5,4.577844311377246,6.0,0,,,,True,False,5322.222222222223,25.15,-4.532803180914502,Technology Services,Packaged Software
DGII,2026-08-07,True,pivot,False,pivot,76.41,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 76.41, ""resistance_date"": ""2026-06-29""}]}",1,2026-08-06,76.88,76.41,2.052476653434355,0.08637612877895573,0.9679437060203286,0.5160281469898362,pivot,,81.7,6.92,EXTENDED,1.2198756964690092,85.0,2026-02-02,87.0,5,1,43.68,2022-11-21,-53.8,11,167,53.8,4.470059880239521,7.0,4,6.0,-21.7,6.9,True,False,48.67647058823528,86.84,-5.9189313680331646,Electronic Technology,Telecommunications Equipment
LIND,2026-08-07,True,pivot,True,pivot,30.0,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 30.0, ""resistance_date"": ""2026-06-22""}]}",1,2026-08-03,31.0,30.0,2.1833521604066646,0.10399999999999987,0.6300268096514738,0.8364611260053612,pivot,,33.95,13.17,EXTENDED,1.2228274972650552,125.7,2026-01-05,127.7,3,1,14.91,2024-11-04,-50.0,3,61,50.0,4.395209580838324,8.0,6,6.0,-17.4,13.2,True,False,87.94843049327355,34.95,-2.8612303290414864,Consumer Services,Hotels/Resorts/Cruise lines
ATEX,2026-08-07,True,10_wk_ema_touch_confirm,True,ma10_touch_confirm,95.93,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-08-03"", ""ma10_prior_week"": 87.083, ""pending_high"": 95.93, ""touch_date"": ""2026-07-27""}",0,,,,,,,,,daily_volume_not_confirmed,99.26,3.47,UNCONFIRMED,0.6125591401741338,119.7,2026-04-20,134.0,1,0,42.41,2024-02-26,-58.5,6,112,58.5,4.339820359281437,9.0,2,6.0,-23.3,-11.3,True,False,99.4717594473791,113.0,-12.159292035398227,Communications,Wireless Telecommunications
TWLO,2026-08-07,True,pivot,True,pivot,203.71,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 203.71, ""resistance_date"": ""2026-05-04""}, {""box_type"": ""S_BOX"", ""price"": 214.14, ""resistance_date"": ""2022-01-31""}, {""box_type"": ""S_BOX"", ""price"": 229.22, ""resistance_date"": ""2026-07-06""}, {""box_type"": ""M_BOX"", ""price"": 238.48, ""resistance_date"": ""2026-06-01""}, {""box_type"": ""S_BOX"", ""price"": 238.48, ""resistance_date"": ""2026-06-01""}]}",1,2026-08-07,235.25,203.71,3.5846370377434127,0.18442884492661138,0.5189228529839882,1.367176128093159,pivot,,241.28,18.44,EXTENDED,1.7626083859431223,31.6,2026-04-27,58.8,2,1,151.95,2025-01-27,-49.0,5,65,49.0,4.31437125748503,10.0,2,10.0,-24.9,1.2,True,True,4657.834757834758,254.5,-5.19449901768173,Technology Services,Packaged Software
