code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry
FBRX,2026-01-16,True,ceiling_breakout,,ceiling,28.68,ceiling_breakout,,1.0,2026-01-12,28.68,28.68,3.0352559966736923,0.0341701534170153,0.8777292576419214,0.1426491994177584,ceiling,,33.39,16.42,EXTENDED,1.4683282239120914,0.0,2026-01-12,16.4,0,0,28.68,2024-12-02,-82.9,3,58,82.9,5.389655172413793,1.0,0,,,,True,True,,34.19,-2.3398654577361677,Health Technology,Biotechnology
UMAC,2026-01-16,True,ceiling_breakout,,ceiling,17.18,ceiling_breakout,,1.0,2026-01-15,17.18,17.18,2.247254497077285,0.0162980209545984,0.8542510121457493,0.1133603238866401,ceiling,,18.51,7.74,EXTENDED,2.044320810509616,0.0,2026-01-12,7.7,0,0,17.18,2025-09-29,-57.9,1,15,57.9,4.9655172413793105,2.0,0,,,,True,True,,18.98,-2.476290832455208,Electronic Technology,Electronic Equipment/Instruments
MRNA,2026-01-16,True,ceiling_breakout,,ceiling,35.59,ceiling_breakout,,1.0,2026-01-13,35.59,35.59,2.167963207704944,0.1126720989041865,0.9805653710247352,0.7084805653710239,ceiling,,41.83,17.53,EXTENDED,1.498948699795122,0.0,2026-01-12,17.5,0,0,35.59,2025-07-21,-37.4,2,25,37.4,4.791379310344828,3.0,0,,,,True,True,,45.4,-7.863436123348022,Health Technology,Biotechnology
ORKA,2026-01-16,True,ceiling_breakout,,ceiling,30.78,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,33.4,8.51,UNCONFIRMED,0.9252233270876904,0.0,2026-01-12,8.5,0,0,30.78,2024-10-14,-82.2,2,65,82.2,4.779310344827587,4.0,0,,,,True,False,,33.85,-1.3293943870014813,Health Technology,Pharmaceuticals: Major
WYY,2026-01-16,True,pivot,,pivot,6.87,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 6.87, ""resistance_date"": ""2026-01-12""}, {""box_type"": ""S_BOX"", ""price"": 6.87, ""resistance_date"": ""2026-01-12""}], ""selected_pivot"": {""box_type"": ""M_BOX"", ""price"": 6.87, ""resistance_date"": ""2026-01-12""}}",1.0,2026-01-16,6.87,6.87,2.0828124218632795,0.0451237263464336,0.8857142857142857,0.4428571428571421,pivot,,7.18,4.51,ACTIONABLE,1.16659421864812,7.3,2026-01-05,17.3,1,0,6.12,2024-12-02,-64.2,5,57,64.2,4.706896551724138,5.0,0,,,,True,False,,7.55,-4.90066225165563,Unknown,Unknown
MBX,2026-01-16,True,pivot,True,pivot,34.83,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 34.83, ""resistance_date"": ""2026-01-12""}, {""box_type"": ""S_BOX"", ""price"": 34.83, ""resistance_date"": ""2026-01-12""}], ""selected_pivot"": {""box_type"": ""M_BOX"", ""price"": 34.83, ""resistance_date"": ""2026-01-12""}}",1.0,2026-01-12,34.83,34.83,1.518000974965171,0.0470858455354579,0.9959266802443986,0.3340122199592666,pivot,,40.53,16.37,EXTENDED,1.3785462692617405,49.7,2025-11-17,55.4,1,1,26.08,2024-09-09,-81.6,2,62,81.6,4.6689655172413795,6.0,1,8.0,-22.4,16.4,True,True,,44.89,-9.712630875473383,Health Technology,Biotechnology
TWIN,2026-01-16,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,17.41,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-01-12"", ""ma10_prior_week"": 15.879, ""pending_high"": 17.41, ""touch_date"": ""2026-01-05""}",1.0,2026-01-15,17.67,17.41,1.6383230548807075,0.0522688110281448,0.5416666666666659,0.7583333333333339,ma10_touch_confirm,,19.11,9.76,EXTENDED,1.3644318793753365,9.8,2026-01-05,11.8,1,0,17.09,2024-04-01,-64.6,5,92,64.6,4.651724137931034,7.0,0,,,,True,True,,19.24,-0.6756756756756688,Producer Manufacturing,Trucks/Construction/Farm Machinery
ECO,2026-01-16,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,32.84,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-01-12"", ""ma10_prior_week"": 30.556, ""pending_high"": 32.84, ""touch_date"": ""2026-01-05""}",1.0,2026-01-13,33.18,32.84,1.9074450705164536,0.0569427527405601,0.9745222929936312,1.1910828025477689,ma10_touch_confirm,,33.9,3.23,ACTIONABLE,1.4300404063041745,4.0,2026-01-05,16.7,1,0,29.06,2024-05-27,-47.9,5,84,47.9,4.5,8.0,0,,,,True,True,,35.4,-4.23728813559322,Transportation,Marine Shipping
BELFA,2026-01-16,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,168.1,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-01-12"", ""ma10_prior_week"": 143.644, ""pending_high"": 168.1, ""touch_date"": ""2026-01-05""}",1.0,2026-01-12,168.1,168.1,3.1095406360424027,0.0048780487804878,0.4847020933977435,0.1320450885668264,ma10_touch_confirm,,182.63,8.64,EXTENDED,1.9599888858016117,66.5,2025-07-21,73.6,3,1,105.22,2024-10-14,-48.9,2,40,48.9,4.496551724137931,9.0,5,3.0,-5.3,14.6,True,True,,187.63,-2.6648190587859055,Electronic Technology,Electronic Components
PLXS,2026-01-16,True,ceiling_breakout,,ceiling,168.77,ceiling_breakout,,1.0,2026-01-13,168.77,168.77,2.2234761693056555,0.0212123007643536,0.9856630824372764,0.3207885304659485,ceiling,,181.3,7.42,EXTENDED,1.890901934200024,0.0,2026-01-12,7.4,0,0,168.77,2025-01-13,-38.7,4,52,38.7,4.432758620689656,10.0,0,,,,True,True,,186.47,-2.7725639513058287,Electronic Technology,Electronic Production Equipment
